,valores reais,valores preditos,porcentagem de acerto %
11055,1100,1753.2675,62.739999889993335
8155,2999,2886.335,96.0966055365277
98863,2800,970.9266,88.38431998268004
247846,900,1344.085,66.9600528356667
129670,2890,1940.7476,51.088309388673366
61222,100,446.7851,22.382125337442915
316916,3499,3901.2983,89.68809086618424
194196,12750,11233.611,86.50132510746123
359995,3499,2884.2764,78.6870759055615
17276,1200,1234.2336,97.22632397974373
190431,1600,1183.8556,64.84838079859603
132222,2240,1615.5908,61.35103196694806
190249,9800,10820.666,90.56743813965646
85583,200,449.1947,44.524122622868674
249876,450,333.26978,64.97425412413841
81227,950,566.8052,32.39390877287289
69255,190,244.99391,77.55294760107502
308724,20985,17997.47,83.40028248326993
277309,750,2196.7031,34.14207370420161
160443,15950,8646.336,15.528796066975616
361755,750,489.23016,46.69792342306769
187808,12400,6606.4736,12.305313103609762
29894,12500,6461.665,6.551408585339146
217048,23500,23173.182,98.58966988459603
207531,11500,7152.594,39.21917535247434
285937,1600,4747.716,33.70041638032763
287611,18450,21328.32,86.50470233789068
123703,800,1271.3778,62.92386064999496
216709,13000,13432.5625,96.77974697679612
25864,19499,19656.838,99.19703315709654
109814,3500,3663.804,95.5291288211235
201703,1500,2039.8362,73.53531687988597
186196,2800,7683.031,36.44395144102768
100871,4300,3954.8447,91.27259608653449
77312,1250,1420.403,88.00319630359074
369300,1399,1061.9283,68.25853110077495
359222,1300,3212.03,40.472847020193484
360222,2999,3432.9905,87.35823821150602
219728,900,544.416,34.685245442902186
242996,990,3141.0557,31.518066086087078
320680,6990,4817.666,54.90899582226061
58230,2000,2777.2969,72.0124671583768
145925,2000,2818.4246,70.9616296989666
232097,3950,3726.487,94.00204708022457
255430,1350,1194.9576,87.02528416064696
26636,12999,13527.882,96.09043128590538
175503,8990,9209.265,97.61908624838247
209340,10500,6923.3633,48.33960643902188
296097,7600,7747.731,98.09323584091185
331941,8800,12988.201,67.75380118884944
203039,14300,12034.291,81.17289185184848
125910,2150,2969.0952,72.41263228108178
52228,2500,4352.3306,57.4404899135285
24781,650,907.46704,71.6279457678737
218259,2450,2694.7769,90.91661875557516
94651,19780,17478.568,86.83283668716165
212514,700,585.52185,80.44852650682411
134428,1650,4160.4443,39.65922547617008
45505,2000,3201.457,62.47155530989917
717,3499,3501.0718,99.9408244824583
233855,350,1667.9263,20.984140989539256
233849,2400,2784.701,86.1851977028152
219654,1200,1434.2266,83.66878925378988
370876,5950,5645.547,94.60719870473133
344538,2250,3860.1873,58.28732781252326
75460,2100,1832.8894,85.42680234405127
97609,2700,3499.6135,77.15137629943374
217040,9999,10525.74,94.99569414933147
172826,1300,1132.471,85.20676816134865
228773,10750,9919.139,91.62365447636247
253004,1550,2004.9851,77.30730738409719
70079,7300,8585.385,85.0282217895283
174795,3000,2908.409,96.85081890191955
251511,2150,1602.8756,65.8660730679884
347745,1800,2806.829,64.12930516496283
177450,6700,6973.0386,96.08436736276995
254017,1500,3421.2703,43.84336472705686
190409,6700,7225.573,92.72620697941488
201661,1500,3131.9316,47.89376564108736
115193,4850,4017.6536,79.28277233977559
75447,11899,12472.056,95.40528298222941
55651,5990,7010.824,85.43931231338149
333218,7850,5245.445,50.346343102194965
133030,1500,1904.2046,78.77304823233742
782,800,805.0448,99.37335166863863
138254,1900,2057.7354,92.3345170970248
74066,6750,4100.7075,35.394258969935294
83341,2650,2384.896,88.88404339893785
119108,3900,3844.534,98.55727468184683
151747,400,416.1251,96.12494130249031
225998,3100,3029.2268,97.663654857265
330209,6200,6588.6562,94.1011302570232
156245,2690,2978.0164,90.32858376670517
1110,5000,4404.9844,86.49221939635143
343661,12500,5295.393,36.054242683125324
104073,2000,1369.6158,53.973651976894956
177876,2250,3058.1863,73.57301990503046
139613,1300,3853.1023,33.739047149444
81000,599,630.5641,94.9943094494114
10069,12990,13454.706,96.5461448745244
189022,2500,1170.0206,13.67144613940664
129907,4700,4679.8584,99.56961087606358
93751,3690,4347.3164,84.87995018478533
289055,19999,14089.616,58.058589385315145
166547,550,940.3956,58.48602253378594
238189,4000,6401.4624,62.48572198964241
345160,1500,2226.273,67.3771830415666
85383,5200,6120.069,84.96636442237737
39427,15700,11447.509,62.85225642280761
83312,320,615.8817,51.95802908170233
303061,800,3962.2036,20.190784676446498
44702,5800,7807.7295,74.28536049825425
321055,8500,7074.321,79.84712258085179
175293,200,59.074684,138.55449741490327
339516,1950,2239.3894,87.0773076026169
156973,750,2077.46,36.10177881173439
145051,5200,4266.446,78.1186907601685
113373,150,859.1283,17.459557637213752
278253,4690,4556.31,97.06582871474924
19498,250,143.46245,25.738370370843086
163838,9990,8792.774,86.38398383082877
62942,2500,4071.1204,61.40815741405452
74636,5799,6115.8135,94.81976555078703
336520,850,943.9764,90.04462596248352
357311,4500,5598.2085,80.38285825081284
349017,4999,5609.631,89.11459818511064
53327,4200,7561.5596,55.54409723213256
72958,4990,3899.3022,72.02838648891885
358429,23789,16052.509,51.80509593485587
20952,200,546.9841,36.56413614829275
61387,10950,8600.394,72.68024503329981
324078,6500,5222.8647,75.54722712546908
45621,1050,2531.5325,41.47685293992559
138416,650,1081.6648,60.09255390871322
339363,11500,10762.719,93.14967465818059
341055,3800,5769.516,65.86340908646595
282493,2500,4041.3315,61.860799427594294
229468,2600,2158.587,79.55083100606997
170109,200,1190.4048,16.801007732319256
162098,4700,5076.9263,92.5756993598008
300545,1800,2153.1787,83.5973340650519
90719,1600,1554.0522,97.04335848284742
55330,850,861.4212,98.67414412770728
85598,6600,7000.3877,94.2804925564251
262283,1999,1392.0182,56.39555455897283
326088,6900,7333.205,94.09255470821
120036,2400,3852.849,62.291564620591366
333765,6500,5320.417,77.82912486850937
128825,2450,2668.9915,91.79497354098068
162992,1525,2678.4902,56.93505917731465
3851,9900,5640.7188,24.490451682243503
63950,9499,8770.972,91.6995705048447
167349,2500,2679.5896,93.2978692096896
109969,19990,14928.562,66.0956049340979
198539,6800,4267.038,40.63887260790668
29884,5400,4250.306,72.95032860109916
254515,5800,8000.9097,72.49175707132423
175558,12950,11390.951,86.31326915021467
138627,2500,2880.8594,86.77966101694915
134460,250,610.8629,40.92571243811934
297266,10590,6208.4434,29.42584176098387
165907,1400,1457.7726,96.03692759205207
138836,1850,2012.1646,91.94079079077865
179517,799,2012.7737,39.69646499693547
271551,6700,5461.264,77.31778204612046
77834,999,2577.2478,38.76227962790749
233742,3450,3695.727,93.35104980955494
28659,8222,8607.516,95.52117426449632
104707,4490,3092.7012,54.81946846879276
52900,850,779.8491,91.00455754725192
359760,4500,4324.4297,95.94003544542542
93349,5800,4129.382,59.543141553941155
152182,1400,1684.578,83.10686697589715
366582,15000,17413.242,86.14133909403539
370132,650,384.01944,30.737735435368847
304269,650,468.66956,61.30953202645975
186165,2200,2117.33,96.09555814045734
304772,2155,3579.8127,60.19867948476541
324088,4950,3508.8413,58.927789413656114
93361,6500,5213.1934,75.31634543516581
153731,6100,10022.195,60.864908433703
44531,9999,9987.311,99.88295694751719
283523,1099,1034.7136,93.78703676831626
273756,4990,4928.0444,98.74279610825121
102226,4900,4497.078,91.04036301348447
175698,6300,4918.411,71.90985401829423
255083,5500,4793.082,85.25128582943027
23631,10500,12471.77,84.19013816516238
175082,22800,18093.855,73.99037181778085
124416,5600,5021.2485,88.47395302599294
302393,3900,4911.285,79.40895052768298
309316,2600,4502.6196,57.744162604993946
83679,19800,16005.881,76.29546805977441
25269,2000,2192.411,91.2237760875
22213,3400,4267.5386,79.67121892090762
238314,600,1460.6832,41.07666800630491
309214,7200,5253.0312,62.93628083784958
333876,12500,10212.903,77.60581288242805
117442,2850,4249.6587,67.06420931552293
2214,270,1045.2144,25.832021784556563
19901,3699,3749.1953,98.66117104295297
249339,950,840.9933,87.0383372061816
89388,3400,3319.5303,97.5758700799806
369443,2500,1944.8932,71.45823663672485
91291,8800,3469.4028,53.64595655350337
202874,450,1213.1873,37.092377769929456
351154,4500,4331.717,96.11509221363679
15496,4190,2978.0164,59.30231747862652
96818,9899,7652.1055,70.63691110340852
205074,199,2484.9312,8.008270161219807
262456,1150,1378.1023,83.44808685375521
126243,2200,4636.482,47.44976970706697
194885,8500,7239.7466,82.5925755316264
262247,1250,1044.512,80.32688524306614
324651,7800,6221.2705,74.62368032052336
280815,7900,8845.422,89.31173788700723
242650,5175,5090.4995,98.34003543096857
56516,3999,5038.779,79.36446809650815
270068,4550,3666.0164,75.88707860540518
317069,2990,3555.1575,84.103166305279
129048,12000,10747.486,88.34598497141319
179900,300,2229.5833,13.455429382921613
136569,8399,6015.3916,60.374842465478764
308268,2000,2032.9855,98.37748601450312
158155,7300,9745.124,74.90925700322687
233287,699,1527.587,45.75844017173416
147399,5450,4875.744,88.22219044288514
124287,8350,8092.861,96.82264201442496
284581,9800,9243.134,93.97535269265013
20203,799,943.84985,84.65329490955659
34510,2800,1955.0645,56.78221526024657
218349,1400,4127.3506,33.92006496298156
245801,300,415.9645,72.1215378209984
78504,1500,1691.3541,88.68633581592043
303794,1800,1341.8518,65.85702004557675
349082,3750,4531.3887,82.75608806799447
199171,600,433.25885,61.514658069936615
369000,14000,15654.463,89.43136598052298
188669,4750,3779.1848,74.3115186684153
222773,7800,3529.8118,20.974955991824373
72179,7500,5890.065,72.66693874160615
366095,5500,6803.559,80.84004171472465
100291,13500,11225.82,79.74152779759274
139732,4900,3793.4094,70.82860159462678
183230,500,521.5447,95.8690638301657
340976,5900,1810.1726,125.9357685454666
48957,5200,4009.9019,70.32101564011646
22435,9900,13599.467,72.79697173329549
77549,1450,3843.0623,37.730328146239074
355013,2990,4677.936,63.91707747881015
114647,4350,5592.8013,77.778554795039
276394,11500,11061.245,96.03340421296025
131097,2500,3845.5898,65.00953303855573
30967,750,6091.222,12.312799949145571
186144,10500,8973.487,82.98863481408067
212513,5450,4122.1104,67.7861693359529
170189,21900,21525.266,98.25909523474232
2697,4500,2721.058,34.62315666997503
87393,1350,1949.3799,69.2527922290993
226518,4950,4425.835,88.15669712746204
44827,499,734.4877,67.93851275809911
84919,3200,3432.2412,93.23354051581752
305832,8950,5479.797,36.67277813103246
346893,400,1785.2036,22.40640770745415
337383,680,1206.8678,56.344199522973426
270433,1700,1897.2333,89.60416313460152
255031,1250,2290.3867,54.575936446322004
82845,2200,6718.4897,32.745454456920456
199831,950,1444.1952,65.7805818974753
259345,1200,1362.5493,88.07020674782055
192594,1700,2258.424,75.27372829915771
67340,3950,4345.6704,90.89506628870127
141522,750,1009.83405,74.26962909488543
304265,10500,8189.353,71.78474337421846
140981,999,798.2695,74.85428952567455
243576,1500,3243.8862,46.240832551739835
360638,150,1057.1877,14.188586732239614
143496,8500,3463.246,45.43447880702601
314182,14990,8664.621,26.99762819619835
36920,4700,5542.1885,84.80404482590133
216085,18800,14973.225,74.4425433367974
6797,999,3121.146,32.007474217812685
22679,4350,4624.4497,94.06524614995894
167911,333,680.5454,48.93134169012245
204663,5200,4136.613,74.29328631292846
99848,800,2264.1775,35.33291906003308
224912,9000,6552.3813,62.645357123189285
125,7000,3558.0164,3.261163052320171
80528,14500,12935.88,87.9086685145732
146287,555,195.7836,83.47624643496613
251613,2850,3388.0017,84.12038259727879
78627,950,802.7297,81.65380834422464
136023,7500,8306.435,90.2914473895367
58115,625,1064.1248,58.73371487305143
194580,1300,1650.5988,78.75929847604277
328988,4999,5500.916,90.87577388567031
100215,6800,5277.9634,71.16242550721978
160163,350,729.5349,47.97577116467409
330823,700,1034.9409,67.63671122153241
330720,999,1098.1093,90.9745544293275
176742,1450,1618.0752,89.61264619843334
195347,400,535.5582,74.68842404644505
341038,500,841.18677,59.439831827069554
368635,1800,1622.1909,89.03895465930137
98684,3300,3648.9033,90.43813196227354
104929,11850,12102.85,97.91082581758977
300117,5400,13930.111,38.76494503742665
601,3499,4832.761,72.40167335270186
154294,5999,8557.061,70.10584963303559
110160,15499,13254.549,83.06655925464268
168941,17900,18939.674,94.51060331049045
213102,899,1051.2156,85.52004178570243
118370,6500,5753.133,87.01807846540133
5379,750,976.2544,76.82423804710386
111415,3200,4079.313,78.44458145753278
47265,2250,2362.1245,95.2532344860532
89815,499,1091.9993,45.69600134501006
356315,6450,6283.918,97.35703056475391
27003,2950,2095.415,59.216434691628166
276667,16900,14770.372,85.58175840425906
110305,1299,1554.4911,83.56432592654018
146403,750,890.2203,84.24881125736346
73798,990,1958.7655,50.54203775384426
83032,7350,9230.936,79.62356537619024
231712,600,589.5669,98.23037800027
169977,22990,13614.716,31.138598091779272
263544,2790,2262.8318,76.70316388987759
66188,4800,4655.646,96.89937757236335
46466,1000,3086.5908,32.39820430421535
173656,1699,2518.2493,67.46750696502649
254763,7000,6897.0396,98.50717908081175
115656,12000,11707.209,97.49905365133762
362376,1900,3134.7258,60.61136134360584
334543,1650,1518.3898,91.3322499895286
149490,8199,6355.005,70.98357670542947
312361,27900,19801.627,59.10248654797047
12817,3850,4833.716,79.64886938163231
340411,6500,6335.383,97.40162209021999
264978,4900,4597.312,93.41597900012692
297416,16800,9502.079,23.196588657766
234830,4700,5044.214,93.17606516593986
103506,4499,6556.6055,68.61782398594929
51632,7399,6734.307,90.12975116266036
211687,600,1022.2071,58.69652094260985
42424,6900,6715.284,97.24932236120057
214829,700,1590.7594,44.00414042864287
119434,2500,2789.3025,89.62814211627274
148721,5350,4284.188,75.12219317560019
232222,7600,3095.5764,45.51162622507974
127180,4000,3156.5103,73.27777582696228
149218,1850,1625.183,86.16666437575877
113327,3499,4940.0337,70.82947644844828
145882,4000,4318.338,92.62823107668106
311351,5999,4626.2485,70.32689760587223
12782,850,1430.9418,59.40143871390152
114577,14000,17871.344,78.3377019425302
7440,3900,4290.5103,90.89827944005695
155920,150,476.48544,31.480500016812403
121607,1555,1459.2728,93.44007706642337
57593,4250,4403.3257,96.51795723025842
124044,2990,2272.577,68.43129513695851
28559,13200,12520.293,94.57115713708527
202960,13000,12799.805,98.43595025558862
347054,2700,2593.2856,95.88497488914149
158886,8999,5112.6216,23.984625976861594
287881,5850,4185.7783,60.24104593376427
371472,5990,5924.335,98.89160488906406
30392,2999,2717.2837,89.63242927174984
6926,3450,3815.4922,90.42083774414752
176822,9500,13860.531,68.53994142540533
135747,4475,5518.9434,81.0843617809257
203952,3750,4554.148,82.34251591767678
371158,1599,1090.331,53.34729363841794
358566,740,1482.0023,49.93244547225693
230116,250,747.8925,33.42726318118352
155217,3000,2358.571,72.80434030345813
152274,9499,9963.599,95.33703985944932
196741,6890,7430.981,92.71992540205113
149249,1699,1220.8197,60.83121061938584
117666,1300,629.723,6.439967038149774
231685,1100,1774.8123,61.978386523332475
261931,11299,15326.199,73.72343161360487
210575,3900,4130.6475,94.41619109065405
296615,1500,3378.7874,44.39462573574663
91193,11500,7873.9937,53.94959016030012
303682,5190,5410.8384,95.91859221359907
90355,4999,6399.932,78.11020334764598
196692,999,977.831,97.83510581224402
333361,18200,19453.13,93.55820475154475
51145,350,1017.6416,34.3932480219564
171598,9900,11853.91,83.51674569407972
4185,3300,3410.7812,96.75202711988639
71539,9500,10458.039,90.83920937018397
110116,5500,5153.1167,93.26847573947161
249258,2999,4073.134,73.62880709431448
38260,9000,6998.3276,71.39784721168388
55093,899,552.5845,37.309941830514106
361121,12999,12102.317,92.59081885870096
3925,3150,2026.4213,44.55354595055084
294104,6500,7998.978,81.26038073589356
269044,3850,7921.8525,48.59974331781266
160192,6499,4971.3223,69.27019306436094
201442,3500,3812.9653,91.79207507075532
336285,1900,2334.4993,81.38790302432236
130115,8600,9376.227,91.72133312558273
103028,9500,9309.93,97.95841301835826
347240,5555,5805.686,95.68206007630752
179954,1500,2057.606,72.90025550685255
135872,23950,23573.78,98.40407132693028
293506,1500,1322.4122,86.57092211249473
36838,4660,3706.547,74.27652070209116
225810,900,1301.6648,69.14222490391755
251580,480,954.44586,50.29096140524009
208163,899,1430.1305,62.86139651571418
4610,1950,3129.7185,62.30592292403494
226993,9400,6659.2056,58.842020924834344
333057,29700,21440.13,61.4747260881887
185494,18500,19421.705,95.25425252614338
93492,1000,894.4708,88.20205513336394
237990,8500,10301.612,82.51135597611531
259607,450,1297.2871,34.68777240967103
231305,14000,20143.78,69.50036432424518
274985,18900,18316.543,96.81458978233262
209761,2400,4698.442,51.08076366323652
171685,12500,11586.915,92.11968882261368
283022,4700,3908.6655,79.75435689955223
322214,5100,4722.182,91.99908303449405
71429,1900,2713.3154,70.02503207741049
316605,9999,8645.061,84.33857755207488
75718,4700,5218.7915,90.05916401301076
357463,12000,20463.787,58.64017220205777
53397,18750,16575.434,86.8807871966019
176273,950,1019.0244,93.22642194730906
164966,150,1098.5828,13.65395534685469
17308,15000,14970.207,99.80098492500599
346087,1650,2253.566,73.2172947258284
90772,200,506.73788,39.46813650786367
99134,2650,2050.0325,70.73375481262028
46821,990,1309.2305,75.61693862389345
305422,150,1119.8374,13.394801753009796
306642,1500,2083.971,71.9779708046385
132638,500,755.867,66.14920311285618
343167,2100,3194.213,65.74389597398127
307889,950,978.246,97.11259003385538
217934,4299,6262.3433,68.64842472432764
172480,11000,8808.582,75.12178508441474
152340,800,1596.7709,50.10111425593661
165559,1499,3017.6914,49.67373393102395
180641,900,1096.4502,82.08307170244886
292208,949,854.72595,88.97026027879515
149458,300,1545.926,19.40584446297784
244218,495,640.8144,77.24545611182212
367591,4900,3489.3733,59.57363711654381
86604,490,375.12946,69.37842583964749
359694,6499,4354.071,50.73738353464793
89982,13000,14176.502,91.70104192828995
124131,1300,2273.6943,57.17567130517472
123205,11999,10567.949,86.45857628922948
61032,250,804.8849,31.060342146048214
329555,5000,2110.332,36.92954122666569
125732,3200,6691.3877,47.8226661749354
131435,8500,7577.5723,87.82686984643469
349601,11900,9850.4795,79.19369803837475
263390,2500,4771.771,52.3914496744823
224659,4500,4175.927,92.23948931620485
48451,5500,2421.5415,27.12805009238167
357712,1700,9050.676,18.783127813746642
62501,1450,2299.0964,63.068254884014706
340211,6950,6363.464,90.78275377916565
96244,10500,10309.701,98.15417707116345
362938,3900,1798.7949,16.81181954498618
297925,950,586.6533,38.06449787176666
265136,7800,7225.461,92.0484095413463
181282,6000,6552.371,91.56990521680189
5987,650,1376.0314,47.23729510774455
206094,250,553.7132,45.14972767417064
110578,6500,5921.7427,90.23501432131276
367980,3000,2486.1233,79.3302001215536
324848,3850,3317.4666,83.9475865453205
355360,400,580.2919,68.9308295701647
222549,550,786.6348,69.91808414269615
349620,3850,3190.9497,79.3462651098344
359327,1499,1861.355,80.5327310335239
32655,7599,9809.049,77.46928507697672
112596,6480,10983.049,59.00001084768236
290082,150,1733.2058,8.654482871406415
109185,6800,7249.573,93.79862473046973
351970,990,940.7205,94.76151748242447
157966,950,2038.7695,46.596733247114045
181539,949,1360.776,69.73961910843144
172342,1650,1644.6348,99.67377350356807
196779,10550,11554.198,91.30880203767924
134526,1000,813.08923,77.01226889694028
230597,400,911.42834,43.88715825159069
256359,3850,3487.0886,89.59271139383812
313048,15990,17324.428,92.29742098939731
208794,2900,2164.6667,66.03018674275853
293229,720,2436.215,29.554040756861315
354198,5890,8426.609,69.89762712241541
175428,600,607.29175,98.79930065403883
89703,6500,5570.0957,83.30541616451413
192036,1590,1511.2408,94.78844450583337
74607,6100,6040.9116,99.02186321183835
294971,7999,7157.9756,88.25052692670859
330524,13000,11342.663,85.38846740394462
3560,650,392.43857,34.36898082628409
357497,3960,4813.62,82.26656660878648
90888,2790,3297.0107,84.62210827220088
67989,120,453.2312,26.47655317853844
208891,1300,1441.9154,90.15785497856406
141542,6500,6639.136,97.90430222187312
272017,350,891.7237,39.24982619782161
361238,1550,2167.037,71.52623244403226
333875,1990,3996.0806,49.798795768265606
358037,1300,4159.2373,31.255730432473467
130929,3399,2239.4001,48.21828268002591
90338,1100,5225.7656,21.049547165636614
96995,6900,5002.7217,62.075077491998
196884,6950,8045.9834,86.37850286081455
241952,650,722.02094,90.0250904701608
60707,6900,9396.06,73.43503889440024
242104,650,845.929,76.83859846615738
229307,750,556.8145,65.30523523956165
313831,1490,1428.1025,95.66575513701324
208519,800,1077.1532,74.26984400227606
186367,799,2054.6772,38.886886079992316
311707,5399,4985.507,91.70609573570579
205434,1999,2047.3533,97.63825461107072
235111,2250,2487.1665,90.46438975702812
40741,1799,1202.884,50.442773339546704
158225,950,1407.2373,67.50815920211573
43270,1399,2044.9545,68.41228115573851
46915,1690,864.45715,4.501588828452412
254614,1999,2563.9817,77.96467534159221
230282,999,1092.0078,91.48286198730835
10528,799,1273.5009,62.74043689735911
279840,3100,4107.0947,75.47914539080026
354982,7190,6377.819,87.26553431911579
53634,2800,2666.9207,95.00999981050388
47446,200,416.8459,47.979362782873324
239723,3700,3005.723,76.90149349698383
325511,2200,2007.2043,90.39481681525861
311775,7800,7001.9707,88.60279011851853
358159,6400,2127.74,100.78863157029946
162954,17900,8261.271,16.67366862177647
133992,3900,6063.223,64.32222445115882
119314,6500,6997.4165,92.89142637674102
24528,7499,4413.8657,30.10357652005945
291174,19000,21793.516,87.18189541757332
2292,13990,9122.154,46.63710407976117
208820,1200,2465.7104,48.66751488927725
143165,1350,2314.928,58.31714906593531
280341,1350,1373.906,98.25999698979248
111942,5500,3053.2234,19.862509228568058
14621,8350,9472.663,88.14838999600721
32714,4000,5512.744,72.55914473742482
196953,900,1657.5214,54.29794272748328
252695,25750,22948.504,87.79224952879383
140751,5500,5157.7314,93.36397099545452
70645,12999,8888.897,53.761391026002315
58943,3999,6238.5635,64.10129535467165
236720,1200,961.3111,75.17048281724313
39318,700,1137.7847,61.52306492666027
78814,1200,1651.2952,72.67023029537805
55338,1600,1648.6671,97.04809334541005
331762,5500,5556.073,98.99077568377369
261532,10990,8992.393,77.78558482050258
56924,25900,20189.775,71.71724549235694
232756,12750,12657.0205,99.26539194488855
169824,9250,8655.223,93.12811042104727
189344,4500,2643.6953,29.783713020068404
125561,4850,5209.8384,93.09309900354732
74770,6500,9417.795,69.01827926728636
224671,3800,3574.226,93.68327797142493
287887,8999,18809.572,47.84266156039026
2986,2950,3156.068,93.47073295916263
357381,12499,13519.44,92.45205128870052
187786,800,1680.7935,47.596567957435006
322487,600,2829.9521,21.201771921524458
95217,1700,1529.0686,88.82120814649058
51210,500,534.9258,93.47091083021155
41854,3949,5388.35,73.28773981701154
365088,650,992.3572,65.50060951682721
224908,1500,1009.58624,51.42428288004015
188097,7350,3199.7449,29.705813795121458
358262,8950,9796.474,91.35940477625229
41315,6990,6031.999,84.11801837433725
179934,1499,4239.213,35.36033784278755
81210,6444,5915.9707,91.07451129539774
178422,7290,5247.235,61.06968355822082
25325,999,1345.213,74.26333157440777
173400,750,640.4082,82.88719658177004
5087,5500,6472.6978,84.97229762784411
101083,24900,24126.797,96.79525164900282
287501,2300,2653.8323,86.66711989782611
198689,1550,1351.772,85.33569038613595
226380,1950,4680.8145,41.65941674312989
43582,1400,4195.802,33.366686054536004
169283,250,750.01117,33.33283692145535
89606,400,647.1176,61.81256558082505
177031,2555,2682.6504,95.24163151966812
58997,8900,9869.191,90.17962701953245
106556,3990,3391.6145,82.3569129775131
236163,1600,3265.3198,48.999794388680165
233215,13200,10518.722,74.5094660552692
45753,700,1700.2167,41.17122307840044
338748,999,822.1678,78.49195535959335
347847,3200,2287.379,60.10188380873987
123296,5990,6704.164,89.34745546436275
205357,2399,2584.583,92.81961510806454
75600,650,652.76086,99.57704813370643
43557,8000,6368.664,74.38495858015747
34051,1500,1181.8243,73.0775845284385
320509,3800,5300.324,71.69372746213196
216605,1600,1431.6124,88.23790782373015
248535,450,1146.4845,39.250421715244705
161370,450,1369.4274,32.86045032116579
127360,16700,15888.873,94.89500010018313
247309,3200,3758.778,85.13404982022875
7798,6550,8705.879,75.23651627290288
3516,12500,9339.56,66.16071233451373
241364,27000,22202.486,78.39199808087372
53370,1799,2605.842,69.03718535828216
225922,7400,9033.684,81.91564297336834
286127,3690,4111.868,89.74023127128432
368553,3999,10433.278,38.3292755855498
267099,3900,3274.3384,80.8919681263137
12916,7200,7470.069,96.38465383433534
186180,1400,2123.8318,65.91859150509556
11968,10000,11768.799,84.97043875116688
134631,1550,3418.7078,45.33876853911658
23491,999,2922.7415,34.18023849712347
353679,7850,8486.875,92.49576552028869
143984,450,60.98898,537.8382207288702
106939,1500,5442.215,27.56230768292149
249756,1500,1322.9038,86.61307116543087
345029,1150,2578.099,44.60650836078468
294639,3400,3201.4692,93.79876091436901
317810,17700,20798.803,85.1010523348371
76294,2699,2035.932,67.43172213326793
185445,4200,3596.9216,83.23348599072654
33563,2300,1620.632,58.08005397923219
